eeid,skill,years_experience
E02889,Spark,3
E02889,Java,4
E02889,SEO,10
E02889,Content Strategy,5
E02889,React,6
E04978,DevOps,2
E04978,Docker,1
E04978,AWS,7
E04978,Linux,2
E04978,Cloud Architecture,4
E04163,Node.js,3
E04163,Backend Development,2
E04163,FastAPI,5
E04163,Agile,1
E04163,CI/CD,3
E04163,Machine Learning,1
E04163,Linux,2
E01652,Go,5
E01652,Sales,3
E01652,Account Management,7
E01652,Flask,6
E01652,CRM,7
E01652,Negotiation,2
E00880,HR Management,3
E00880,Python,4
E00880,Employee Relations,4
E00880,Frontend Development,5
E04335,SQL,7
E04335,Negotiation,1
E04335,Account Management,5
E04335,PyTorch,1
E01300,HR Management,1
E01300,Content Strategy,8
E01300,Data Analysis,3
E01300,Marketing,1
E01300,CRM,2
E01300,System Design,2
E03102,Content Strategy,3
E03102,Sales,4
E03102,Negotiation,2
E03102,CRM,7
E04089,Payroll,5
E04089,Network Administration,5
E04089,AWS,8
E04089,Azure,4
E04089,Linux,5
E04089,Cybersecurity,1
E02059,Payroll,1
E02059,DevOps,5
E02059,Account Management,6
E02059,REST API Design,2
E02059,Negotiation,10
E03894,Sales,7
E03894,Account Management,6
E03894,Power BI,8
E03894,CRM,6
E03894,Negotiation,5
E03106,Budgeting,6
E03106,Accounting,8
E03106,Finance,8
E03106,Data Engineering,9
E03106,Financial Modeling,3
E01350,Budgeting,10
E01350,SEO,3
E01350,Finance,4
E01350,Azure,7
E01350,Financial Modeling,2
E01350,Excel,7
E02900,Project Management,9
E02900,Python,3
E02900,Frontend Development,4
E02900,Linux,6
E02900,Stakeholder Management,8
E02202,Data Analysis,6
E02202,Agile,7
E02202,Power BI,2
E02202,Stakeholder Management,4
E02202,Excel,8
E02696,System Design,3
E02696,Negotiation,2
E02696,AWS,4
E01722,DevOps,8
E01722,Network Administration,2
E01722,MongoDB,7
E01722,Azure,6
E01722,Linux,7
E04562,Node.js,10
E04562,HR Management,8
E04562,Project Management,10
E04562,Recruiting,10
E04562,Employee Relations,1
E00640,Spark,8
E00640,Agile,1
E00640,Azure,7
E00640,Cloud Architecture,1
E00640,Financial Modeling,8
E02554,HR Management,2
E02554,Accounting,8
E02554,Agile,7
E02554,Employee Relations,6
E02554,Negotiation,4
E03412,HR Management,1
E03412,Payroll,9
E03412,Sales,8
E03412,Content Strategy,2
E03412,Employee Relations,9
E03412,Cybersecurity,3
E00646,Stakeholder Management,8
E00646,Network Administration,5
E00646,Agile,3
E04670,Java,4
E04670,Network Administration,2
E04670,Azure,1
E04670,Linux,4
E04670,Cloud Architecture,7
E03580,Budgeting,8
E03580,DevOps,2
E03580,Account Management,2
E03580,REST API Design,3
E03580,Negotiation,3
E00446,Employee Relations,9
E00446,Recruiting,6
E00446,Payroll,9
E00446,Negotiation,2
E02363,Employee Relations,9
E02363,Payroll,4
E02363,JavaScript,3
E02363,Flask,2
E03718,Budgeting,8
E03718,Spark,2
E03718,Go,3
E03718,Accounting,10
E03718,Linux,7
E03718,Financial Modeling,2
E01749,Python,1
E01749,Data Analysis,9
E01749,TypeScript,1
E01749,Stakeholder Management,2
E01749,React,9
E01749,Excel,5
E02888,Cloud Architecture,8
E02888,Network Administration,8
E02888,Docker,8
E02888,Cybersecurity,4
E01338,Accounting,1
E01338,Content Strategy,4
E01338,AWS,5
E01338,Financial Modeling,1
E01338,Excel,5
E03000,Recruiting,4
E03000,Negotiation,1
E03000,Account Management,3
E03000,CRM,4
E01611,Java,10
E01611,LangChain,9
E01611,DevOps,7
E01611,Network Administration,3
E01611,Frontend Development,4
E01611,AWS,10
E01611,Cloud Architecture,9
E02684,HR Management,1
E02684,Finance,6
E02684,Network Administration,5
E02684,AWS,7
E02684,Excel,5
E02561,HR Management,8
E02561,Payroll,6
E02561,NLP,9
E02561,Recruiting,9
E02561,CRM,10
E02561,Employee Relations,2
E03168,DevOps,6
E03168,Network Administration,9
E03168,AWS,7
E03168,Azure,5
E03168,Data Engineering,5
E03168,Cybersecurity,10
E00758,HR Management,3
E00758,Payroll,2
E00758,Power BI,5
E00758,Recruiting,4
E00758,C++,4
E00758,Employee Relations,10
E03691,PostgreSQL,2
E03691,Network Administration,7
E03691,AWS,9
E03691,Azure,7
E03691,Cloud Architecture,1
E03691,Cybersecurity,2
E01488,Node.js,4
E01488,Project Management,5
E01488,Agile,1
E01488,Stakeholder Management,4
E01488,Excel,4
E04415,Finance,9
E04415,Budgeting,5
E04415,Go,3
E03278,Sales,3
E03278,Python,5
E03278,RAG,6
E03278,TensorFlow,3
E03278,Negotiation,3
E00282,Project Management,7
E00282,Agile,4
E00282,Azure,9
E00282,Stakeholder Management,10
E00282,Excel,1
E03305,Project Management,5
E03305,Data Analysis,2
E03305,Agile,2
E03305,Flask,2
E03305,Stakeholder Management,3
E03305,Excel,1
E00559,DevOps,2
E00559,AWS,2
E00559,Azure,7
E00559,Linux,8
E00559,Cloud Architecture,8
E00559,SQL,3
E02558,Budgeting,4
E02558,Project Management,5
E02558,SEO,2
E02558,Content Strategy,3
E02558,Marketing,2
E02558,React,6
E00956,Node.js,3
E00956,Backend Development,2
E00956,DevOps,6
E00956,Kubernetes,3
E00956,React,2
E03858,HR Management,4
E03858,Payroll,4
E03858,Recruiting,6
E03858,Machine Learning,4
E03858,React,4
E02221,DevOps,10
E02221,GCP,9
E02221,Azure,10
E02221,Linux,9
E02221,Cybersecurity,4
E00126,DevOps,3
E00126,Network Administration,2
E00126,Account Management,10
E02627,SEO,7
E02627,Content Strategy,5
E02627,Data Analysis,3
E02627,Marketing,4
E02627,Cybersecurity,7
E03778,SEO,1
E03778,Content Strategy,4
E03778,Data Analysis,2
E03778,Marketing,2
E03778,CI/CD,2
E00481,DevOps,1
E00481,Network Administration,6
E00481,Payroll,3
E00481,AWS,5
E02833,PostgreSQL,10
E02833,DevOps,6
E02833,Network Administration,10
E02833,AWS,5
E02833,Linux,8
E02833,Cloud Architecture,4
E03902,PostgreSQL,8
E03902,Cloud Architecture,9
E03902,Network Administration,8
E02310,Employee Relations,8
E02310,Recruiting,3
E02310,Payroll,1
E02310,Java,4
E02661,Node.js,1
E02661,ETL,6
E02661,CI/CD,8
E02661,TensorFlow,4
E02661,Kubernetes,1
E02661,JavaScript,4
E00836,Project Management,4
E00836,Java,6
E00836,Data Analysis,4
E00836,Agile,3
E00836,TypeScript,2
E00836,Stakeholder Management,4
E00836,Excel,2
E00682,Project Management,8
E00682,Data Analysis,2
E00682,Agile,6
E00682,REST API Design,6
E00682,Deep Learning,4
E00682,Tableau,5
E00682,Stakeholder Management,9
E00682,Excel,3
E00287,Tableau,8
E00287,DevOps,7
E00287,TypeScript,6
E00287,Network Administration,10
E00287,AWS,8
E00287,Machine Learning,6
E00287,Linux,10
E00785,ETL,4
E00785,Project Management,3
E00785,Data Analysis,2
E00785,Agile,2
E00785,Marketing,2
E00785,Stakeholder Management,1
E00785,Excel,5
E04598,Node.js,3
E04598,SEO,7
E04598,Data Analysis,9
E04598,Docker,5
E04598,Employee Relations,4
E03247,Azure,4
E03247,Recruiting,8
E03247,PyTorch,3
E03247,Cybersecurity,8
E02703,SEO,6
E02703,Content Strategy,6
E02703,Data Analysis,3
E02703,QA/Testing,5
E02703,Linux,4
E02191,Accounting,3
E02191,Sales,1
E02191,Account Management,2
E02191,Network Administration,5
E02191,CRM,2
E02191,MongoDB,2
E02191,Negotiation,2
E00156,ETL,4
E00156,NLP,3
E00156,DevOps,10
E00156,AWS,8
E00156,Azure,2
E00156,Cloud Architecture,6
E00156,React,1
E03349,Budgeting,4
E03349,Accounting,7
E03349,Finance,7
E03349,System Design,4
E03349,JavaScript,5
E03349,Excel,4
E04032,DevOps,7
E04032,Python,8
E04032,Docker,2
E04032,Deep Learning,3
E04032,Frontend Development,1
E04032,Machine Learning,1
E04032,TensorFlow,8
E04032,Excel,3
E00005,Azure,5
E00005,Sales,6
E00005,Negotiation,2
E00005,Account Management,1
E04354,SQL,10
E04354,Account Management,5
E04354,CRM,10
E01578,Sales,9
E01578,GCP,2
E01578,AWS,8
E01578,Linux,10
E01578,Cloud Architecture,4
E03430,Payroll,7
E03430,Scrum,7
E03430,Recruiting,4
E03430,Employee Relations,5
E03430,Negotiation,6
E03058,Azure,10
E03058,Linux,2
E03058,Network Administration,3
E03058,TensorFlow,2
E04762,DevOps,5
E04762,Frontend Development,4
E04762,RAG,8
E04762,Azure,1
E04762,Cloud Architecture,6
E01148,Linux,8
E01148,GCP,8
E01148,Employee Relations,7
E01148,Cybersecurity,6
E03094,SEO,6
E03094,NLP,3
E03094,Java,1
E03094,Data Analysis,3
E01909,Finance,6
E01909,Accounting,6
E01909,Financial Modeling,10
E01909,Agile,6
E04398,SEO,7
E04398,Sales,6
E04398,Stakeholder Management,6
E04398,Marketing,5
E02521,Go,9
E02521,Accounting,8
E02521,PostgreSQL,1
E02521,Finance,5
E02521,Power BI,6
E02521,Financial Modeling,1
E03545,Accounting,2
E03545,Data Analysis,6
E03545,Agile,5
E03545,Deep Learning,3
E03545,Financial Modeling,4
E03545,Excel,3
